Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Name-additional
1991,1,,11,FrRnd,11,Mariners,Y,$332500,Shawn Estes (minors),LHP,10.4,296,498,4,.159,.408,283,101,93,4.71,1.53,0,HS,Douglas HS (Minden NV),estessh01
1991,1,,15,FrRnd,15,Brewers via Tigers,Y,$280000,*Ty Hill (minors),LHP,,,,,,,,,,,,,HS,Yucaipa HS (Yucaipa CA),-9999
1991,1,,22,FrRnd,22,Cardinals via Mets,Y,$200000,*Brian Barber (minors),RHP,-0.6,12,8,0,.125,.347,26,5,8,6.77,1.68,1,HS,Dr. Phillips HS (Orlando FL),barbebr02
1991,1s,,28,FrRnd,28,Cardinals,Y,,*Tom McKinnon (minors),RHP,,,,,,,,,,,,,HS,Jordan HS (Long Beach CA),-9999
1991,1s,,30,FrRnd,30,Royals,Y,,*Jason Pruitt (minors),RHP,,,,,,,,,,,,,HS,Rockingham County HS (Reidsville NC),-9999
1991,1s,,31,FrRnd,31,Padres,Y,,*Pepper Anthony (minors),RHP,,,,,,,,,,,,,HS,Tavares HS (Tavares FL),-9999
1991,1s,,32,FrRnd,32,Tigers,Y,,*Justin Thompson (minors),LHP,12.8,5,14,0,.071,.143,103,36,43,4.02,1.34,0,HS,Klein Oak HS (Spring TX),thompju02
1991,1s,,38,FrRnd,38,Athletics,Y,,*Mike Rossiter (minors),RHP,,,,,,,,,,,,,HS,John Burroughs HS (Burbank CA),-9999
1991,1s,,41,FrRnd,41,Tigers,Y,,*Trever Miller (minors),LHP,4.7,408,6,0,.167,.500,694,18,17,4.18,1.45,11,HS,Trinity HS (Louisville KY),milletr02
1990,1,,5,FrRnd,5,Pirates,Y,$232000,Kurt Miller (minors),RHP,-2.6,44,14,0,.286,.571,44,2,7,7.48,1.91,0,HS,West HS (Bakersfield CA),milleku01
1990,1,,9,FrRnd,9,Dodgers,Y,$215000,Ron Walden (minors),LHP,,,,,,,,,,,,,HS,Blanchard HS (Blanchard OK),-9999
1990,1,,12,FrRnd,12,Twins,Y,$252500,Todd Ritchie (minors),RHP,6.1,99,187,0,.176,.409,184,43,54,4.71,1.43,0,HS,Duncanville HS (Duncanville TX),ritchto01
1990,1,,14,FrRnd,14,Athletics via Brewers,Y,$500000,*Todd Van Poppel (minors),RHP,-0.3,182,57,0,.158,.362,359,40,52,5.58,1.55,4,HS,James W. Martin HS (Arlington TX),vanpoto01
1990,1,,22,FrRnd,22,Blue Jays,Y,$180000,Steve Karsay (minors),RHP,11.1,58,4,0,.000,.000,357,32,39,4.01,1.38,41,HS,Christ the King HS (Queens NY),karsast01
1990,1,,25,FrRnd,25,Padres via Royals,Y,$175000,*Robbie Beckett (minors),LHP,-0.3,7,0,0,,,7,0,0,11.57,2.43,0,HS,A. N. McCallum HS (Austin TX),beckero01
1990,1s,,28,FrRnd,28,Expos,Y,,*Gabe White (minors),LHP,6.2,422,38,1,.105,.312,472,34,26,4.51,1.22,17,HS,Sebring HS (Sebring FL),whitega01
1990,1s,,37,FrRnd,37,Expos,Y,,*Ben Van Ryn (minors),LHP,-0.2,15,1,0,.000,.000,26,0,2,5.74,2.04,0,HS,East Noble HS (Kendaliville IN),vanrybe01
1989,1,,3,FrRnd,3,Mariners,Y,$210000,Roger Salkeld (minors),RHP,0.2,29,32,0,.031,.092,45,10,10,5.61,1.62,0,HS,Saugus HS (Saugus CA),salkero01
1989,1,,12,FrRnd,12,Astros,Y,$185000,Jeff Juden (minors),RHP,-0.4,126,119,1,.109,.284,147,27,32,4.81,1.42,0,HS,Salem HS (Salem MA),judenje01
1989,1,,15,FrRnd,15,Dodgers via Yankees,Y,$175000,*Kiki Jones (minors),RHP,,,,,,,,,,,,,HS,Hillsborough HS (Tampa FL),-9999
1989,1,,26,FrRnd,26,Mariners via Athletics,N,,*Scott Burrell (minors),RHP,,,,,,,,,,,,,HS,Hamden HS (Hamden CT),-9999
1988,1,,3,FrRnd,3,Braves,Y,$211500,Steve Avery (minors),LHP,13.8,232,437,4,.174,.446,297,96,83,4.19,1.35,0,HS,John F. Kennedy HS (Taylor MI),averyst01
1988,1,,24,FrRnd,24,Brewers,N,,Alex Fernandez (minors),RHP,28.5,64,126,3,.175,.537,263,107,87,3.74,1.28,0,HS,Monsignor Edward Pace HS (Miami Gardens FL),fernaal01
1987,1,,3,FrRnd,3,Twins,Y,$160000,Willie Banks (minors),RHP,1.0,85,68,0,.176,.428,181,33,39,4.75,1.53,2,HS,St. Anthony's HS (Jersey City NJ),bankswi01
1987,1,,7,FrRnd,7,Orioles,Y,$160000,Chris Myers (minors),LHP,,,,,,,,,,,,,HS,H. B. Plant HS (Tampa FL),-9999
1987,1,,8,FrRnd,8,Dodgers,Y,$160000,Dan Opperman (minors),RHP,,,,,,,,,,,,,HS,Valley HS (Las Vegas NV),-9999
1987,1,,19,FrRnd,19,Rangers,Y,$137000,Brian Bohanon (minors),LHP,9.0,145,231,3,.229,.584,304,54,60,5.19,1.54,2,HS,North Shore HS (Houston TX),bohanbr01
1987,1,,26,FrRnd,26,Red Sox,Y,$92500,Reggie Harris (minors),RHP,-0.1,61,1,0,.000,.000,86,2,3,4.91,1.55,0,HS,Waynesboro HS (Waynesboro VA),harrire01
1987,1s,,31,FrRnd,31,Angels,Y,,*David Holdridge (minors),RHP,0.1,0,0,0,,,7,0,0,4.05,1.50,0,HS,Ocean View HS (Huntington Beach CA),holdrda01
1986,1,,5,FrRnd,5,Braves,Y,$100000,Kent Mercker (minors),LHP,12.0,637,248,1,.113,.311,692,74,67,4.16,1.44,25,HS,Dublin Coffman HS (Dublin OH),merckke01
1986,1,,10,FrRnd,10,Twins,Y,$130000,Derek Parks (minors),RHP,-0.5,45,115,1,.200,.536,,,,,,,HS,Montclair HS (Montclair CA),parksde01
1986,1,,13,FrRnd,13,Astros,Y,$165000,Ryan Bowen (minors),RHP,-1.2,71,102,0,.176,.450,64,17,28,5.3,1.64,0,HS,Hanford HS (Hanford CA),bowenry01
1986,1,,17,FrRnd,17,Reds,Y,$125000,Scott Scudder (minors),RHP,-1.3,71,71,1,.113,.337,96,21,34,4.8,1.56,1,HS,Prairiland HS (Pattonville TX),scuddsc01
1986,1s,,28,FrRnd,28,Angels,Y,,*Daryl Green (minors),RHP,,,,,,,,,,,,,HS,Nacogdoches HS (Nacogdoches TX),-9999
1985,1,,13,FrRnd,13,Twins,Y,$162000,Jeff Bumgarner (minors),RHP,,,,,,,,,,,,,HS,Hanford HS (Richland WA),-9999
1985,1,,14,FrRnd,14,Braves,Y,$162000,Tommy Greene (minors),RHP,7.2,122,213,4,.221,.571,119,38,25,4.14,1.32,0,HS,Whiteville HS (Whiteville NC),greento01
1985,1,,21,FrRnd,21,Red Sox,Y,$100000,Dan Gabriele (minors),RHP,,,,,,,,,,,,,HS,Western HS (Walled Lake MI),-9999
1985,1,,26,FrRnd,26,Tigers,Y,$100000,Randy Nosek (minors),RHP,-0.7,0,0,0,,,5,1,3,10.22,2.68,0,HS,Chillicothe HS (Chillicothe MO),nosekra01
1985,1s,,28,FrRnd,28,Yankees,Y,,*Rick Balabon (minors),RHP,,,,,,,,,,,,,HS,Conestoga HS (Berwyn PA),-9999
1984,1,,20,FrRnd,20,White Sox via Blue Jays,Y,$90000,*Tony Menéndez (minors),RHP,-0.3,23,1,0,.000,.000,23,3,1,4.97,1.21,0,HS,American HS (Miami FL),menento01
1984,1,,21,FrRnd,21,Phillies,Y,$92500,Pete Smith (minors),RHP,5.0,207,279,0,.118,.321,231,47,71,4.55,1.41,1,HS,Burlington HS (Burlington MA),smithpe02
1983,1,,6,FrRnd,6,Cubs,Y,$82500,Jackie Davidson (minors),RHP,,,,,,,,,,,,,HS,Everman HS (Everman TX),-9999
1983,1,,13,FrRnd,13,White Sox via Yankees,Y,$75000,*Joel Davis (minors),RHP,0.6,0,0,0,,,49,8,14,4.91,1.51,0,HS,Sandalwood HS (Jacksonville FL),davisjo03
1983,1,,15,FrRnd,15,Tigers,Y,$69900,Wayne Dotson (minors),RHP,,,,,,,,,,,,,HS,Estacado HS (Lubbock TX),-9999
1983,1,,16,FrRnd,16,Expos via Giants,Y,$100000,*Brian Holman (minors),RHP,9.1,31,37,0,.108,.240,109,37,45,3.71,1.38,0,HS,Wichita North HS (Wichita KS),holmabr01
1983,1,,25,FrRnd,25,Orioles,Y,$40000,Wayne Wilson (minors),RHP,,,,,,,,,,,,,HS,Redondo Union HS (Redondo Beach CA),-9999
1982,1,,3,FrRnd,3,Padres,Y,$102500,Jimmy Jones (minors),RHP,-1.9,131,193,2,.166,.439,153,43,39,4.46,1.39,0,HS,Thomas Jefferson HS (Dallas TX),jonesji02
1982,1,,5,FrRnd,5,Mets,Y,$85000,Dwight Gooden (minors),RHP,53.0,318,741,8,.196,.474,430,194,112,3.51,1.26,3,HS,Hillsborough HS (Tampa FL),goodedw01
1982,1,,8,FrRnd,8,Angels,Y,$92500,Bob Kipper (minors),LHP,-1.3,247,95,0,.137,.321,271,27,37,4.34,1.32,11,HS,Aurora Central Catholic HS (Aurora IL),kippebo01
1982,1,,9,FrRnd,9,Braves,Y,$85000,Duane Ward (minors),RHP,10.1,11,1,0,.000,.000,462,32,37,3.28,1.26,121,HS,Farmington HS (Farmington NM),warddu01
1982,1,,12,FrRnd,12,Indians,Y,$85000,Mark Snyder (minors),RHP,,,,,,,,,,,,,HS,Bearden HS (Knoxville TN),-9999
1982,1,,18,FrRnd,18,Red Sox,Y,$65000,Bob Parkins (minors),RHP,,,,,,,,,,,,,HS,Cerritos HS (Cerritos CA),-9999
1982,1,,20,FrRnd,20,Tigers,Y,$73000,Rich Monteleone (minors),RHP,2.6,39,3,0,.000,.000,210,24,17,3.87,1.31,0,HS,Tampa Catholic HS (Tampa FL),monteri01
1982,1,,22,FrRnd,22,Reds via Yankees,Y,$100000,*Scott Jones (minors),LHP,,,,,,,,,,,,,HS,Hinsdale South HS (Darien IL),-9999
1982,1,,23,FrRnd,23,Reds,Y,$45000,Billy Hawley (minors),RHP,,,,,,,,,,,,,HS,Brookland-Cayce HS (Cayce SC),-9999
1981,1,,7,FrRnd,7,White Sox,Y,$68000,Daryl Boston (minors),LHP,4.3,1058,2629,83,.249,.722,,,,,,,HS,Woodward HS (Cincinnati OH),bostoda01
1981,1,,10,FrRnd,10,Giants,Y,$85000,Mark Grant (minors),RHP,2.2,211,104,0,.067,.231,233,22,32,4.31,1.43,8,HS,Joliet Catholic Academy (Joliet IL),grantma01
1981,1,,16,FrRnd,16,Cubs via Reds,Y,$85000,*Vance Lovelace (minors),LHP,-0.1,0,0,0,,,9,0,0,5.79,3.21,0,HS,Hillsborough HS (Tampa FL),lovelva01
1981,1,,17,FrRnd,17,Tigers,Y,$67500,Ricky Barlow (minors),RHP,,,,,,,,,,,,,HS,Woodville HS (Woodville TX),-9999
1981,1,,20,FrRnd,20,Phillies,Y,$70000,Johnny Abrego (minors),RHP,-0.6,6,9,0,.000,.000,6,1,1,6.38,1.83,0,HS,Mission San Jose HS (Fremont CA),abregjo01
1980,1,,11,FrRnd,11,Cubs,Y,$62500,Don Schulze (minors),RHP,-1.6,17,7,0,.000,.300,76,15,25,5.47,1.56,0,HS,Lake Park HS (Roselle IL),schuldo01
1980,1,,14,FrRnd,14,Rangers,Y,$50000,Tim Maki (minors),RHP,,,,,,,,,,,,,HS,Carroll HS (Fort Wayne IN),-9999
1980,1,,15,FrRnd,15,Cardinals,Y,$50000,Donald Collins (minors),RHP,,,,,,,,,,,,,HS,Ferguson HS (Newport News VA),-9999
1980,1,,19,FrRnd,19,Reds,Y,$92500,Ron Robinson (minors),RHP,8.1,202,144,0,.153,.324,232,48,39,3.63,1.34,19,HS,Woodlake HS (Woodlake CA),robinro01
1979,1,,7,FrRnd,7,Indians,Y,$77500,John Bohnet (minors),LHP,-0.2,0,0,0,,,3,0,0,6.94,1.54,0,HS,Hogan HS (Vallejo CA),bohnejo01
1979,1,,15,FrRnd,15,Giants via Angels,Y,$50000,*Scott Garrelts (minors),RHP,9.6,370,232,1,.125,.323,352,69,53,3.29,1.28,48,HS,Buckley Loda HS (Buckley IL),garresc01
1979,1,,18,FrRnd,18,Giants,N,,Rick Luecken (minors),RHP,-0.4,36,3,0,.333,1.000,56,3,5,5.1,1.83,2,HS,Spring Woods HS (Houston TX),lueckri01
1978,1,,4,FrRnd,4,Athletics,Y,$50000,Mike Morgan (minors),RHP,26.2,387,497,0,.109,.251,597,141,186,4.23,1.40,8,HS,Valley HS (Las Vegas NV),morgami01
1978,1,,5,FrRnd,5,Padres,Y,$62500,Andy Hawkins (minors),RHP,1.3,200,325,0,.117,.263,280,84,91,4.22,1.40,0,HS,Midway HS (Waco TX),hawkian01
1978,1,,20,FrRnd,20,Athletics via Rangers,Y,$30000,*Tim Conroy (minors),LHP,-2.6,36,44,0,.091,.285,135,18,32,4.69,1.55,0,HS,Gateway HS (Monroeville PA),conroti01
1978,1,,26,FrRnd,26,Yankees,Y,$50000,Brian Ryder (minors),RHP,,,,,,,,,,,,,HS,Shrewsbury HS (Shrewsbury MA),-9999
1977,1,,2,FrRnd,2,Expos,Y,$75000,Bill Gullickson (minors),RHP,23.3,273,576,3,.141,.353,398,162,136,3.93,1.28,0,HS,Joliet Catholic Academy (Joliet IL),gullibi01
1977,1,,4,FrRnd,4,Braves,Y,$52500,Tim Cole (minors),LHP,,,,,,,,,,,,,HS,Saugerties HS (Saugerties NY),-9999
1977,1,,5,FrRnd,5,Tigers,Y,$43500,Kevin Richards (minors),RHP,,,,,,,,,,,,,HS,Roosevelt HS (Wyandotte MI),-9999
1977,1,,7,FrRnd,7,Angels,Y,$60000,Richard Dotson (minors),RHP,15.9,8,0,0,,,305,111,113,4.23,1.41,0,HS,Anderson HS (Cincinnati OH),dotsori01
1977,1,,13,FrRnd,13,Red Sox,Y,$42500,Andrew Madden (minors),RHP,,,,,,,,,,,,,HS,New Hartford HS (New Hartford NY),-9999
1977,1,,17,FrRnd,17,Athletics,Y,$35000,Craig Harris (minors),RHP,,,,,,,,,,,,,HS,Buena HS (Sierra Vista AZ),-9999
1977,1,,21,FrRnd,21,Royals,Y,$40000,Mike Jones (minors),LHP,-0.1,0,0,0,,,71,11,10,4.43,1.49,0,HS,Pittsford Sutherland HS (Pittsford NY),jonesmi02
1977,1,,22,FrRnd,22,Phillies,Y,$40000,Scott Munninghoff (minors),RHP,0.2,4,1,0,1.000,4.000,4,0,0,4.5,2.17,0,HS,Purcell Marian HS (Cincinnati OH),munnisc01
1976,1,,2,FrRnd,2,Tigers,Y,$70000,Pat Underwood (minors),LHP,1.1,0,0,0,,,113,13,18,4.43,1.33,8,HS,Kokomo HS (Kokomo IN),underpa01
1976,1,,4,FrRnd,4,Brewers,N,,Bill Bordley (minors),LHP,-0.1,8,6,0,.167,.452,8,2,3,4.7,1.79,0,HS,Bishop Montgomery HS (Torrance CA),bordlbi01
1976,1,,7,FrRnd,7,Cubs,Y,$52500,Herman Segelke (minors),RHP,-0.1,3,0,0,,,3,0,0,8.31,2.77,0,HS,El Camino HS (South San Francisco CA),segelhe01
1976,1,,8,FrRnd,8,White Sox,Y,$32000,Steve Trout (minors),LHP,13.4,138,238,0,.160,.358,301,88,92,4.18,1.49,4,HS,Thornwood HS (South Holland IL),troutst01
1976,1,,9,FrRnd,9,Expos,Y,$35000,Bob James (minors),RHP,2.2,111,21,0,.190,.381,279,24,26,3.8,1.31,73,HS,Verdugo Hills HS (Sunland CA),jamesbo01
1976,1,,18,FrRnd,18,Royals,Y,$40000,Ben Grzybek (minors),RHP,,,,,,,,,,,,,HS,Hialeah HS (Hialeah FL),-9999
1976,1,,21,FrRnd,21,Pirates,Y,$47500,Jim Parke (minors),RHP,,,,,,,,,,,,,HS,Henry Ford II HS (Sterling Heights MI),-9999
1976,1,,22,FrRnd,22,Red Sox,Y,$42500,Bruce Hurst (minors),LHP,34.1,135,274,0,.113,.305,379,145,113,3.92,1.33,0,HS,Dixie HS (St. George UT),hurstbr01
1976,1,,23,FrRnd,23,Reds,Y,$25000,Mark King (minors),RHP,,,,,,,,,,,,,HS,Owensboro HS (Owensboro KY),-9999
1976,1,,24,FrRnd,24,Athletics,N,,Thomas Sullivan (minors),RHP,,,,,,,,,,,,,HS,Gar-Field HS (Woodbridge VA),-9999
1975,1,,2,FrRnd,2,Padres,Y,$58000,Mike Lentz (minors),LHP,,,,,,,,,,,,,HS,Juanita HS (Kirkland WA),-9999
1975,1,,5,FrRnd,5,Brewers,Y,$52000,Rick O'Keeffe (minors),LHP,,,,,,,,,,,,,HS,Yorktown HS (Yorktown Heights NY),-9999
1975,1,,12,FrRnd,12,Phillies,Y,$57000,Sammye Welborn (minors),RHP,,,,,,,,,,,,,HS,Wichita Falls HS (Wichita Falls TX),-9999
1975,1,,16,FrRnd,16,Cardinals,Y,$30000,David Johnson (minors),LHP,,,,,,,,,,,,,HS,Gaylord HS (Gaylord MI),-9999
1975,1,,23,FrRnd,23,Orioles,Y,$32000,Dave Ford (minors),RHP,1.1,0,0,0,,,51,5,6,4.02,1.24,3,HS,Lincoln West HS (Cleveland OH),fordda02
1974,1,,2,FrRnd,2,Rangers,Y,$87500,Tommy Boggs (minors),RHP,2.4,91,148,1,.169,.369,114,20,44,4.22,1.39,0,HS,Lanier HS (Austin TX),boggsto01
1974,1,,6,FrRnd,6,Brewers,Y,$47500,Butch Edge (minors),RHP,0.1,0,0,0,,,9,3,4,5.23,1.63,0,HS,El Camino Fundamental HS (Sacramento CA),edgebu01
1974,1,,8,FrRnd,8,White Sox,Y,$58000,Larry Monroe (minors),RHP,0.1,0,0,0,,,8,0,1,4.15,1.66,0,HS,Forest View HS (Arlington Heights IL),monrola01
1974,1,,11,FrRnd,11,Pirates,Y,$35000,Rod Scurry (minors),LHP,5.6,257,55,0,.164,.393,332,19,32,3.24,1.43,39,HS,Procter R. Hug HS (Reno NV),scurrro01
1974,1,,17,FrRnd,17,Mets,Y,$30000,Cliff Speck (minors),RHP,0.3,13,3,0,.000,.250,13,2,1,4.13,1.41,0,HS,Beaverton HS (Beaverton OR),speckcl01
1974,1,,21,FrRnd,21,Dodgers,Y,$50000,Rick Sutcliffe (minors),RHP,33.9,316,562,4,.181,.474,457,171,139,4.08,1.39,6,HS,Van Horn HS (Independence MO),sutclri01
1974,1,,23,FrRnd,23,Reds,Y,$25000,Steve Reed (minors),RHP,,,,,,,,,,,,,HS,Fort Wayne HS (Fort Wayne IN),-9999
1973,1,,1,FrRnd,1,Rangers,Y,$65000,David Clyde (minors),LHP,0.6,1,0,0,,,84,18,33,4.63,1.53,0,HS,Westchester HS (Houston TX),clydeda01
1973,1,,9,FrRnd,9,Royals,Y,$64000,Lew Olsen (minors),RHP,,,,,,,,,,,,,HS,San Ramon Valley HS (Danville CA),-9999
1973,1,,13,FrRnd,13,Yankees,Unk,,Doug Heinold (minors),RHP,,,,,,,,,,,,,HS,Stroman HS (Victoria TX),-9999
1973,1,,15,FrRnd,15,Orioles,Y,$20000,Mike Parrott (minors),RHP,2.0,0,0,0,,,119,19,39,4.87,1.56,5,HS,Adolfo Camarillo HS (Camarillo CA),parromi01
1972,1,,3,FrRnd,3,Phillies,Y,$50000,Larry Christenson (minors),RHP,10.5,243,427,11,.150,.462,243,83,71,3.79,1.28,4,HS,Marysville HS (Marysville WA),chrisla01
1972,1,,7,FrRnd,7,Reds,Y,$50000,Larry Payne (minors),RHP,,,,,,,,,,,,,HS,Huntsville HS (Huntsville TX),-9999
1972,1,,11,FrRnd,11,Braves,Y,$40000,Preston Hanna (minors),RHP,1.8,133,93,1,.161,.459,156,17,25,4.61,1.65,1,HS,Escambia HS (Pensacola FL),hannapr01
1972,1,,14,FrRnd,14,Yankees,Y,$72000,Scott McGregor (minors),LHP,20.2,1,0,0,,,356,138,108,3.99,1.29,5,HS,El Segundo HS (El Segundo CA),mcgresc01
1972,1,,15,FrRnd,15,Cubs,Y,$26000,Brian Vernoy (minors),LHP,,,,,,,,,,,,,HS,La Quinta HS (Westminster CA),-9999
1972,1,,19,FrRnd,19,Giants,Y,$30000,Rob Dressler (minors),RHP,2.5,31,38,0,.105,.255,82,11,23,4.17,1.40,0,HS,Madison HS (Portland OR),dressro01
1972,1,,21,FrRnd,21,Cardinals,Y,$53500,Dan Larson (minors),RHP,-0.8,80,97,0,.216,.513,78,10,25,4.4,1.46,1,HS,Alhambra HS (Alhambra CA),larsoda01
1971,1,,2,FrRnd,2,Padres,Y,$65000,Jay Franklin (minors),RHP,-0.2,3,1,0,.000,.000,3,0,1,6.35,1.59,0,HS,James Madison HS (Vienna VA),frankja02
1971,1,,5,FrRnd,5,Royals,Y,$50000,Roy Branch (minors),RHP,-0.3,0,0,0,,,2,0,1,7.94,1.68,0,HS,Beaumont HS (St. Louis MO),brancro01
1971,1,,6,FrRnd,6,Phillies,Y,$65000,Roy Thomas (minors),RHP,3.6,70,34,0,.118,.290,182,20,11,3.82,1.39,7,HS,Lompoc HS (Lompoc CA),thomaro02
1971,1,,7,FrRnd,7,Senators,Y,$50000,Bo Quiroga (minors),RHP,,,,,,,,,,,,,HS,Ball HS (Galveston TX),-9999
1971,1,,9,FrRnd,9,Indians,Y,$40000,David Sloan (minors),RHP,,,,,,,,,,,,,HS,Santa Clara HS (Santa Clara CA),-9999
1971,1,,13,FrRnd,13,Angels,Y,$50000,Frank Tanana (minors),LHP,57.1,35,59,0,.153,.384,638,240,236,3.66,1.27,1,HS,Detroit Catholic Central HS (Novi MI),tananfr01
1971,1,,16,FrRnd,16,Cubs,Y,$44000,Jeff Wehmeier (minors),RHP,,,,,,,,,,,,,HS,Brebeuf Jesuit Preparatory School (Indianapolis IN),-9999
1971,1,,17,FrRnd,17,Athletics,Y,$25000,William Daniels (minors),RHP,,,,,,,,,,,,,HS,Mackenzie HS (Detroit MI),-9999
1971,1,,18,FrRnd,18,Giants,Y,$29000,Frank Riccelli (minors),LHP,0.2,17,12,0,.250,.583,17,3,3,4.39,1.51,0,HS,Christian Brothers Academy (DeWitt NY),riccefr01
1971,1,,20,FrRnd,20,Dodgers,Y,$45000,Rick Rhoden (minors),RHP,35.3,367,761,9,.238,.576,413,151,125,3.59,1.31,1,HS,Atlantic Community HS (Delray Beach FL),rhoderi01
1971,1,,23,FrRnd,23,Orioles,Y,$20000,Randy Stein (minors),RHP,-2.3,6,0,0,,,65,5,6,5.72,1.74,1,HS,Ganesha HS (Pomona CA),steinra02
1970,1,,5,FrRnd,5,Phillies,Y,$29000,Mike Martin (minors),LHP,,,,,,,,,,,,,HS,Olympia HS (Columbia SC),-9999
1970,1,,7,FrRnd,7,Astros,N,,Randy Scarbery (minors),RHP,0.7,0,0,0,,,60,3,10,4.5,1.28,6,HS,Theodore Roosevelt HS (Fresno CA),scarbra02
1970,1,,9,FrRnd,9,Dodgers,Y,$42000,Jim Haller (minors),RHP,,,,,,,,,,,,,HS,Creighton Preparatory School (Omaha NE),-9999
1970,1,,11,FrRnd,11,Cardinals,Y,$25000,Jim Browning (minors),RHP,,,,,,,,,,,,,HS,Emma Sansom HS (Gadsden AL),-9999
1970,1,,12,FrRnd,12,Yankees,Y,$57000,Dave Cheadle (minors),LHP,-0.3,2,0,0,,,2,0,1,18,2.50,0,HS,Asheville HS (Asheville NC),cheadda01
1970,1,,13,FrRnd,13,Pirates,Y,$38000,John Bedard (minors),RHP,,,,,,,,,,,,,HS,Springfield HS of Science and Technology (Springfield MA),-9999
1970,1,,17,FrRnd,17,Giants,Y,$27500,John D'Acquisto (minors),RHP,-1.0,250,181,1,.127,.384,266,34,51,4.56,1.61,15,HS,St. Augustine HS (San Diego CA),d'acqjo01
1970,1,,21,FrRnd,21,Braves,Y,$15000,Ron Broaddus (minors),RHP,,,,,,,,,,,,,HS,Brazosport HS (Freeport TX),-9999
1969,1,,2,FrRnd,2,Astros,Y,$39000,J.R. Richard (minors),RHP,22.2,239,552,10,.168,.428,238,107,71,3.15,1.24,0,HS,Lincoln HS (Ruston LA),richaj.01
1969,1,,4,FrRnd,4,Mets,Y,$52000,Randy Sterling (minors),RHP,-0.2,3,2,0,.000,.333,3,1,1,4.82,1.71,0,HS,Key West HS (Key West FL),sterlra01
1969,1,,9,FrRnd,9,Athletics,Y,$33000,Don Stanhouse (minors),RHP,5.7,134,135,1,.185,.469,294,38,54,3.84,1.53,64,HS,Du Quoin HS (Du Quoin IL),stanhdo01
1969,1,,10,FrRnd,10,Pirates,Unk,,Robert May (minors),RHP,,,,,,,,,,,,,HS,Merritt Island HS (Merritt Island FL),-9999
1969,1,,14,FrRnd,14,Reds,Y,$25000,Don Gullett (minors),LHP,18.2,254,382,0,.194,.457,266,109,50,3.11,1.23,11,HS,McKell HS (South Shore KY),gulledo01
1969,1,,17,FrRnd,17,Orioles,Y,$17500,Don Hood (minors),LHP,5.3,48,20,0,.200,.400,297,34,35,3.79,1.42,6,HS,Southside HS (Florence SC),hooddo01
1969,1,,20,FrRnd,20,Cardinals,Y,$38000,Charles Minott (minors),LHP,,,,,,,,,,,,,HS,Royal Oak HS (Covina CA),-9999
1969,1,,22,FrRnd,22,Expos,Y,$24800,Balor Moore (minors),LHP,-0.8,71,113,0,.106,.282,180,28,48,4.52,1.49,1,HS,Deer Park HS (Deer Park TX),mooreba02
1968,1,,2,FrRnd,2,Athletics,N,,Pete Broberg (minors),RHP,-0.9,80,101,1,.089,.265,206,41,71,4.56,1.47,1,HS,Palm Beach HS (Palm Beach FL),brobepe01
1968,1,,8,FrRnd,8,Senators,Y,$35000,Don Castle (minors),LHP,-0.1,4,13,0,.308,.742,,,,,,,HS,Coldwater HS (Coldwater MS),castldo01
1968,1,,12,FrRnd,12,Angels,Y,$75000,Lloyd Allen (minors),RHP,-1.8,108,40,1,.200,.500,159,8,25,4.69,1.64,22,HS,Selma HS (Selma CA),allenll01
1968,1,,13,FrRnd,13,Reds,Y,$20000,Timothy Grant (minors),RHP,,,,,,,,,,,,,HS,Riverview HS (Boykins VA),-9999
1967,1,,3,FrRnd,3,Red Sox,Y,$54000,Mike Garman (minors),RHP,2.2,291,42,0,.119,.238,303,22,27,3.63,1.41,42,HS,Caldwell HS (Caldwell ID),garmami01
1967,1,,4,FrRnd,4,Mets,Y,$55000,Jon Matlack (minors),LHP,39.4,204,441,0,.129,.366,361,125,126,3.18,1.23,3,HS,B. Reed Henderson HS (West Chester PA),matlajo01
1967,1,,7,FrRnd,7,Athletics,Y,$15000,Brien Bickerton (minors),LHP,,,,,,,,,,,,,HS,Santana HS (Santee CA),-9999
1967,1,,8,FrRnd,8,Reds,Y,$40000,Wayne Simpson (minors),RHP,-1.0,80,153,0,.078,.198,122,36,31,4.37,1.45,0,HS,Centennial HS (Compton CA),simpswa01
1967,1,,14,FrRnd,14,Phillies,Y,$65000,Phil Meyer (minors),LHP,,,,,,,,,,,,,HS,Pius X HS (Downey CA),-9999
1967,1,,15,FrRnd,15,Tigers,Y,$35000,Jim Foor (minors),LHP,-0.6,13,0,0,,,13,1,0,12,3.50,0,HS,McCluer HS (Florissant MO),foorji01
1966,1,,3,FrRnd,3,Astros,Y,$35000,Wayne Twitchell (minors),RHP,2.3,278,260,0,.127,.310,282,48,65,3.98,1.43,2,HS,Woodrow Wilson HS (Portland OR),twitcwa01
1966,1,,4,FrRnd,4,Red Sox,Y,$56000,Ken Brett (minors),LHP,16.3,255,347,10,.262,.698,349,83,85,3.93,1.34,11,HS,El Segundo HS (El Segundo CA),brettke01
1966,1,,5,FrRnd,5,Cubs,Y,$35000,Dean Burk (minors),RHP,,,,,,,,,,,,,HS,Highland HS (Highland IL),-9999
